Local Authority List,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051
Sefton,0,2.18291E-05,3.6359E-05,5.1555E-05,8.10036E-05,0.000114221,0.000144216,0.000176624,0.000206828,0.00024227,0.000270693,0.000306754,0.000342915,0.000366572,0.000397088,0.00043233,0.000472967,0.000505599,0.000557909,0.000607565,0.000670496,0.000732493,0.000793099,0.000867016,0.000935578,0.001000572,0.00107392,0.001129396
South Lakeland,18.34593833,19.18913852,19.72333018,20.2658183,21.56360515,23.00508254,24.19767975,25.46507116,26.6424088,27.9979992,29.07524833,30.41145925,31.78659751,32.55912213,33.71969481,34.91120593,36.20963926,37.41386475,38.98979908,40.56981625,42.47957965,44.26798506,46.06860001,48.15885239,50.02834446,51.83032049,53.75248064,55.24395002
South Ribble,10.36612086,10.9764564,11.33203629,11.69627681,12.48345411,13.3878373,14.19189585,15.0570394,15.83399569,16.75377141,17.44016429,18.34155024,19.26814837,19.70841186,20.45154923,21.23965975,22.12692948,22.90748776,24.04472832,25.17136332,26.5964712,27.93105667,29.27123404,30.87608867,32.30416684,33.67329142,35.16111653,36.31640114
St. Helens,5.545687329,5.763899248,5.901254393,6.040561353,6.368328469,6.7333238,7.037452781,7.360647749,7.659604583,8.004226691,8.276666515,8.615766476,8.964858493,9.158785561,9.45210872,9.755118694,10.08618516,10.39173122,10.79541565,11.1998539,11.69169712,12.15245274,12.61755151,13.15676576,13.64112133,14.11012123,14.6081701,14.99526706
Staffordshire Moorlands,0,3.10678E-05,4.61407E-05,6.17523E-05,8.55977E-05,0.000116529,0.000150484,0.000187962,0.000218525,0.000257285,0.000281275,0.000318383,0.000356563,0.000365599,0.000391975,0.000422756,0.000460479,0.000489579,0.00054401,0.00059687,0.000670206,0.000738739,0.000807706,0.000894179,0.000970933,0.00104451,0.001125933,0.001189523
Stockport,24.51529283,25.93878522,26.78909878,27.661759,29.6070144,31.81995514,33.75001727,35.82359298,37.71094798,39.93018612,41.62587302,43.81359986,46.05805603,47.20912149,49.03916963,50.97838758,53.14379091,55.05676621,57.80312331,60.5200868,63.92483275,67.12424866,70.33269504,74.15478539,77.56944871,80.84592548,84.40236412,87.15722743
Tameside,14.72025033,15.84719623,16.37754188,16.91150704,18.15168115,19.64614252,21.01958518,22.5058241,23.76236976,25.29546326,26.30124957,27.73839913,29.2567825,29.59223351,30.69164907,31.76215911,32.94717876,34.08208209,35.66951148,37.32790163,39.50260671,41.39042777,43.3713347,45.71735217,47.67627851,49.60149193,51.56871981,53.17188754
Trafford,12.65545572,13.25625602,13.68908563,14.13499926,15.17021618,16.29400462,17.20672233,18.17597098,19.11276491,20.17574773,21.0808155,22.16018452,23.25182134,24.03320299,25.00226483,26.04556793,27.19425087,28.20547201,29.58905332,30.93374471,32.54011856,34.10798042,35.64922903,37.45940372,39.13203342,40.7239221,42.48134935,43.81212625
Warrington,1.909996677,2.057551053,2.137878355,2.219941572,2.392572186,2.595294563,2.78124628,2.982124777,3.158076212,3.369345424,3.519641919,3.724099965,3.935525366,4.018649588,4.181906704,4.354336586,4.549953684,4.721983975,4.978739637,5.234917521,5.56569486,5.871082962,6.180552871,6.552565862,6.880156041,7.195998396,7.536015896,7.802589424
West Lancashire,12.1041622,12.96152681,13.55187423,14.15820136,15.46412108,16.90301017,18.11886714,19.41341145,20.63594875,22.0379811,23.19284971,24.60516497,26.03523204,26.99079388,28.2296565,29.58859185,31.10893846,32.41978924,34.29141284,36.10597952,38.32631039,40.49016706,42.62716808,45.15404202,47.49622396,49.73789311,52.20392357,54.08022336
Wigan,25.63977859,27.00218234,27.77831122,28.56797999,30.4414997,32.57987317,34.41875732,36.39006209,38.16766346,40.25946131,41.82603947,43.86087392,45.9690635,46.92694321,48.62035918,50.34495127,52.23725548,53.98888231,56.37110364,58.77939358,61.78212211,64.53243485,67.33161418,70.61995063,73.49814912,76.28390203,79.23277603,81.55122464
Wyre,23.65818897,24.31486142,24.7490046,25.19159706,26.21747146,27.34955726,28.28671125,29.28203616,30.21655799,31.28737891,32.15747702,33.22321323,34.31286886,34.98447941,35.91888975,36.90379073,37.98477159,38.9611326,40.27456503,41.57375972,43.14641188,44.64513299,46.14360794,47.88821046,49.47771027,51.00947466,52.65858169,53.92743798
