Primary,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051
Castleton,48.54394065,83.5363993,143.7205564,225.375088,355.1564128,491.3749258,611.2495459,707.3546,787.0851617,862.1503482,936.1115743,1108.661065,1597.06982,2094.363046,2599.948287,3096.946627,3568.301882,4008.205553,4437.396831,4829.130728,5203.908188,5601.035773,6022.915446,6465.099331,6914.231244,7366.49186,7813.21569,7856.999259
Catterall Waterworks,5.71659195,15.30500619,33.13215137,53.32714421,78.78033746,104.9984181,129.4186324,153.0370702,175.4737457,197.4219595,219.3472889,246.5361748,291.6902161,340.107803,389.9154351,437.7489632,479.5017401,512.1894321,543.9712335,572.587631,599.0029786,628.7762128,659.6900442,691.5589644,723.9220349,756.4163217,788.8564934,799.0657139
Cecil St,79.97929184,138.1382369,224.1991166,326.3781812,467.6654007,612.4660926,737.6145977,829.3354992,897.2666809,961.6614923,1027.113373,1197.745155,1713.302736,2239.78224,2771.322921,3290.258772,3770.771809,4222.459573,4660.825539,5067.867489,5455.603884,5868.435198,6312.171464,6782.070621,7260.519572,7742.40062,8213.10537,8257.616575
Central Manchester,127.9972638,128.6684606,141.0143426,153.7891282,166.0480981,178.2024526,189.7731305,200.8635177,211.8684073,224.2943286,235.9519227,247.8920217,260.4884102,276.5974573,290.3995921,302.8959405,313.4726233,318.9262564,324.1746376,329.1122276,333.5293244,338.5975091,344.0419747,349.8798432,358.3443605,367.8267091,377.6352942,386.3503543
Chadderton,37.30688874,65.28137497,110.7003258,168.490795,253.9152367,341.1904606,416.6783021,477.3957333,525.4810223,568.5332588,609.8824322,719.384065,1042.45088,1361.641342,1675.249772,1973.678448,2245.558512,2489.664296,2719.187193,2922.65251,3109.849497,3300.060428,3492.720423,3686.810477,3875.955916,4057.614543,4226.423061,4170.87362
Chamberhall,68.93773159,115.0369304,180.9580952,268.9206105,414.0705708,562.5111264,684.6170856,773.2949064,835.6032546,888.8152633,941.1403458,1150.587837,1863.549937,2583.919137,3308.83668,4022.699199,4707.094136,5368.177117,6016.137034,6617.561052,7199.194443,7813.297342,8460.358846,9137.64367,9827.225552,10522.23974,11206.15735,11244.17318
Chapel Wharf,197.726755,207.979775,236.5975254,266.480032,298.6966983,330.2376924,360.2561136,388.1334627,414.4931553,439.9736981,464.4568293,495.1671212,544.3616809,600.2003538,652.4666145,702.485581,747.242054,781.2238016,814.4514751,845.4711263,874.9180336,906.6551606,939.7993472,974.9425541,1015.592658,1058.600678,1101.403402,1120.510151
Chassen Rd,72.60329331,120.9230564,184.7998411,266.475498,390.9042473,515.4765893,618.4310629,689.8669623,731.7388225,761.840231,788.6214839,948.4412899,1528.678564,2093.761414,2643.450057,3164.822962,3642.816614,4087.504353,4505.674185,4878.520703,5224.567702,5571.485256,5924.529567,6284.35838,6637.205164,6976.509212,7288.648452,7166.647868
Chatsworth St,37.17392037,68.54693172,112.85573,167.9210397,267.43248,366.7457893,437.1538466,481.4390193,505.7433131,521.702733,534.1925759,660.8443012,1154.259638,1648.26091,2141.931688,2624.24731,3091.094673,3550.999444,4001.087074,4412.601587,4805.213179,5227.302096,5672.111595,6135.92989,6607.047291,7079.82038,7547.192663,7542.062842
Cheadle Heath,30.29902997,44.61667897,62.19681556,89.0199182,143.5842109,199.0093821,240.6483217,266.1914106,279.0075118,287.8036328,295.5321999,390.4378801,761.8523489,1132.148707,1504.174273,1872.078245,2231.337191,2586.701282,2935.333362,3260.827229,3576.610794,3907.168251,4253.0206,4612.683145,4977.993842,5346.074707,5709.442396,5716.022494
