Primary,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051
Burnley,500.6862084,730.3984468,1086.964615,1550.779317,2108.752031,2729.612758,3391.565053,4173.242191,4921.410838,5646.195781,6340.365012,6998.073933,7593.250526,8153.941859,8666.871043,9134.129331,9546.503461,9908.403104,10197.56552,10433.4369,10624.53864,10779.96008,10893.77298,10970.72122,11044.39192,11114.16488,11177.20188,11232.88758
Burnley Centre,257.7499647,377.787485,562.1213882,798.4543423,1078.223062,1388.552229,1720.121696,2113.639835,2491.360838,2857.682938,3208.885347,3541.93921,3846.105773,4133.13687,4396.025784,4635.771741,4847.675092,5033.975271,5183.350329,5305.639978,5405.17781,5486.456506,5540.282077,5568.413641,5597.573693,5625.737982,5653.733352,5681.101857
Burnley North,220.1596545,322.3393407,480.1813522,683.2564254,924.1174993,1191.406045,1476.419937,1812.845725,2134.311215,2445.173467,2742.448209,3023.703277,3276.489257,3514.144676,3731.31438,3928.956101,4103.106593,4255.656066,4377.036447,4475.647769,4555.132204,4619.405417,4665.772397,4696.628279,4725.974199,4745.080059,4760.029502,4776.503574
Burrow Beck,652.1050114,943.514756,1387.954537,1954.97267,2626.320256,3364.050409,4149.565714,5086.114051,5986.502234,6861.857945,7702.940515,8502.109455,9232.031701,9922.546407,10555.63914,11133.44594,11644.81373,12094.9494,12456.80164,12753.7353,12996.08586,13194.58312,13357.83058,13478.64553,13547.66397,13605.41917,13665.70922,13725.6327
Burscough Bridge,554.5328438,806.2348344,1188.300822,1668.7017,2226.532811,2839.517689,3494.869017,4278.529341,5032.942458,5765.702184,6469.216558,7137.186194,7747.06284,8323.382626,8851.614116,9333.590951,9759.827619,10134.84694,10435.8439,10682.44271,10883.3492,11047.14037,11167.97201,11254.94439,11278.53801,11308.25319,11347.50351,11391.6237
Bury Town Centre,439.341936,641.2810034,945.4140744,1324.046848,1758.578098,2234.106837,2742.418672,3351.658669,3938.506104,4508.631686,5056.126986,5576.048164,6052.582157,6503.216477,6916.431123,7293.634857,7627.459888,7921.338373,8157.499903,8351.275571,8509.426489,8625.434665,8689.21599,8731.105231,8757.411939,8787.708029,8823.462673,8860.557014
Campbell St,785.9556428,1147.44141,1654.48308,2224.089437,2794.550208,3369.380575,3971.688787,4714.179312,5426.323078,6117.905011,6782.345489,7413.084522,7979.789233,8516.442811,9008.579716,9455.717728,9740.722986,9991.20301,10170.04023,10259.47097,10328.87965,10384.88679,10432.39645,10463.56279,10499.61439,10542.20802,10588.90923,10634.45849
Cannon St,32.03674395,46.70184671,66.15117061,86.01029786,102.9917712,118.1829178,133.6933128,153.9342609,173.4064507,192.4011499,210.7433874,228.2153341,243.823912,258.7224142,272.4354992,282.5634042,284.3016528,285.8491926,286.6108252,287.0480208,287.3303923,287.5663805,287.8606348,287.9719811,288.463712,289.2796098,290.331666,291.5003957
Capontree,382.2553116,551.2731016,814.6960284,1158.323504,1576.149298,2044.389798,2547.963623,3149.585619,3732.151292,4300.008226,4846.782962,5367.402194,5850.790976,6309.188211,6730.206342,7115.041037,7456.545645,7758.083597,8002.290222,8204.035622,8370.066018,8507.197005,8621.100788,8707.142736,8786.517094,8860.152732,8920.902312,8965.716336
Carleton,61.97536794,90.07579244,133.61661,191.0964307,261.8800276,341.0210583,425.7058716,526.7412797,624.5213729,720.0228668,812.1371616,899.9812413,982.6704244,1061.315415,1133.663435,1199.899189,1258.808004,1310.966895,1353.437923,1388.725848,1417.976281,1442.31711,1462.702834,1478.198944,1492.541256,1504.862325,1515.904319,1526.088756
Carlisle North,76.63868812,111.7282323,166.030892,236.3733145,321.0520464,415.9466303,518.1039917,640.2527198,758.5867475,873.9180725,984.9556084,1090.670969,1189.535541,1283.331656,1369.519687,1448.344154,1518.342746,1580.201794,1630.379469,1671.912287,1706.175649,1731.977918,1753.196368,1769.206735,1784.212254,1797.018264,1808.64678,1817.684311
Carr St,673.8091595,973.902602,1432.325651,2011.388051,2687.50829,3429.280036,4219.468982,5158.989087,6058.941321,6930.706788,7765.718246,8556.824313,9265.204897,9932.212981,10542.09182,11097.31644,11586.82812,12015.76741,12357.26103,12634.765,12858.45609,13039.29378,13185.75675,13292.69063,13340.86802,13368.99315,13408.24614,13453.43034
Castleton,451.1583232,656.2915649,973.4315643,1382.886036,1872.066063,2414.791447,2993.67889,3678.936505,4335.475282,4971.743031,5581.36156,6159.142313,6681.746402,7174.256751,7624.892689,8035.450311,8397.864377,8715.947823,8968.242309,9162.466833,9319.592419,9447.344537,9551.824213,9628.548071,9695.714639,9760.295812,9821.384336,9866.026722
Catterall Waterworks,65.32273646,94.79439204,138.8743002,193.4593448,255.9828784,324.1516261,397.1377659,485.3485059,570.8197562,654.1956679,734.5488835,811.1021548,882.3203126,949.9662838,1012.152517,1069.043238,1119.551179,1164.186614,1200.335464,1230.215472,1254.827681,1273.996621,1286.729003,1292.567029,1296.811339,1301.99926,1307.770335,1313.901274
Cecil St,366.3894461,538.5391628,795.1915772,1115.750218,1484.373461,1884.132108,2307.646418,2813.485894,3298.507964,3769.725713,4222.281659,4652.04728,5046.864107,5420.545364,5763.296413,6076.311946,6353.375177,6597.450665,6793.678591,6954.859946,7083.874802,7160.812211,7206.493479,7236.245176,7269.37637,7305.467902,7341.883673,7374.616319
Central Manchester,58.99992396,86.06329314,121.9479373,158.6386825,190.0844559,218.2143886,246.8879401,284.2448628,320.1384486,355.1423376,388.9361149,421.1194779,449.8501269,477.2700019,502.5047998,521.8774592,524.9690923,527.7170757,529.0233885,529.7406419,530.1806648,530.5439505,531.0235234,531.1767713,532.0388552,533.5061141,535.4139346,537.5416369
Chadderton,454.5908664,659.9663362,966.1627459,1340.743008,1761.43109,2215.026977,2697.139956,3275.018116,3828.999407,4365.893561,4880.461385,5368.160711,5805.826778,6218.410947,6595.928069,6939.850662,7243.184528,7509.189859,7721.017798,7893.264256,8030.539131,8112.837857,8157.807091,8177.150953,8193.366616,8212.335967,8238.155359,8267.266833
Chamberhall,856.1005457,1240.955106,1812.308285,2508.60101,3288.279972,4125.972447,5015.784658,6085.365871,7112.181224,8108.589613,9064.651733,9971.712157,10789.33304,11561.3338,12259.37461,12866.59512,13402.6804,13873.32516,14247.61077,14552.15658,14798.48479,14994.15446,15124.39471,15206.32396,15263.69165,15307.79313,15360.83484,15418.91293
Chapel Wharf,128.1420965,187.4889825,270.8412328,365.3465067,461.227489,557.9810693,658.875997,782.4855998,900.5780635,1015.163575,1125.16895,1229.522947,1323.043697,1411.553121,1492.676665,1566.707606,1628.039946,1679.185667,1719.494791,1752.142486,1754.442661,1753.447336,1752.793477,1751.486342,1752.745635,1754.480615,1757.794612,1762.447774
Chassen Rd,856.669988,1235.972259,1823.259848,2579.136282,3479.455858,4473.202427,5529.70318,6776.794024,7966.849841,9117.621031,10218.116,11259.2755,12182.46037,13049.59204,13841.21576,14560.87862,15194.09489,15747.68589,16186.41105,16541.24212,16825.53735,17054.1265,17238.36983,17374.43093,17499.35314,17585.43758,17650.61204,17716.14679
Chatsworth St,421.6220856,619.6584747,922.0306463,1312.065691,1777.815008,2293.011193,2841.710029,3493.750658,4120.373376,4729.632867,5315.047006,5871.331636,6386.354524,6874.066092,7321.607165,7730.481345,8092.854047,8412.431249,8670.328886,8882.879249,9046.892538,9170.936161,9270.090923,9338.783354,9405.361177,9470.225008,9532.51739,9581.402486
Cheadle Heath,459.1816161,660.7647424,961.957621,1339.711849,1778.999143,2250.482561,2746.247322,3337.720356,3903.006545,4452.350838,4980.106316,5481.381286,5932.555511,6359.250684,6750.147172,7106.63178,7421.589102,7698.349396,7919.70586,8100.50265,8247.219278,8366.158307,8435.571301,8468.012541,8498.969122,8532.234094,8566.237858,8596.113066
Cheadle Hulme,1038.573438,1477.397499,2139.22223,2955.508104,3885.637104,4885.421543,5943.80981,7207.44308,8414.001316,9581.417578,10698.70219,11756.23226,12676.89075,13541.4693,14326.15821,15027.18367,15642.81503,16179.83623,16602.18481,16941.22487,17210.37344,17424.72879,17595.69075,17705.48465,17780.77004,17818.97983,17864.17203,17918.25779
Cheetham Hill,635.2341434,922.740243,1360.455329,1912.260212,2553.409354,3254.513352,3998.961254,4881.092721,5722.88788,6536.801272,7315.150337,8051.460898,8706.244369,9321.594337,9883.579074,10394.70512,10837.96631,11221.20546,11524.39094,11769.50435,11965.95183,12108.85912,12222.82462,12306.22757,12362.32824,12402.68709,12447.63577,12488.92739
Chester Rd T11 & T12,146.2053254,215.2551474,317.1306073,440.5260948,576.8554998,723.2383943,878.602892,1064.801062,1243.025474,1415.582786,1580.829044,1737.322342,1878.755445,2012.091271,2134.125033,2245.352311,2343.499369,2429.615587,2498.243938,2554.137281,2599.333791,2615.59565,2625.421595,2625.733243,2626.604542,2630.966849,2637.890819,2646.309253
