Primary,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051
Blackbull,8.371855419,13.49792278,16.1355799,18.93709398,21.94412202,24.79034029,27.94854025,32.28629379,37.03297868,42.08793688,47.34772801,53.23943608,59.25843343,65.52569714,72.43031621,78.97375178,85.01682554,89.36032671,93.19045511,97.40357122,102.4317027,107.0862373,110.8823918,113.3031295,115.5355755,117.7405108,119.62573,119.5089878
Blackburn,12.64126056,20.32169519,24.20992225,28.31940531,32.71109291,36.84457363,41.42818116,47.73985177,54.62182255,61.94371474,69.56579558,78.11605876,86.84120198,95.93152123,105.9808914,115.5371308,124.3655444,130.7017771,136.2769279,142.4064194,149.7175361,156.5138402,162.0415938,165.5601884,168.8047882,172.0103624,174.75006,174.5667227
Blackburn Rd Clayton,8.552260378,13.5783133,15.97092689,18.44315109,21.03066656,23.37899192,25.94005302,29.49100214,33.28199865,37.21701242,41.20717409,45.60873046,49.96827849,54.38883067,59.19222014,63.55318129,67.35613459,69.68027621,71.49512351,73.50005954,75.99883364,78.12217334,79.5045145,79.8237584,79.95288483,80.00808335,79.79534799,78.22540597
Blackfriars,13.76299433,21.97058104,25.99080484,30.17229275,34.57110728,38.60818818,43.02194349,49.11446563,55.65706927,62.57373257,69.62397545,77.42273583,85.20145426,93.11944968,101.7090569,109.5462536,116.4497093,120.8051717,124.2750579,128.0631082,132.7060147,136.780364,139.5327232,140.4205013,140.96985,141.3838483,141.3180868,138.8362668
Blackley,6.874580994,10.95585449,12.94390595,15.01213242,17.18866699,19.18562516,21.37051029,24.3919078,27.6401372,31.02801394,34.47130093,38.2736077,42.05763458,45.90331663,50.06876464,53.85120549,57.16783183,59.23262398,60.86489852,62.65659622,64.86817928,66.77756277,68.04883264,68.41016413,68.60721382,68.73927418,68.63931075,67.36848974
Blackpool,32.32212734,51.81049297,61.53619017,71.81747228,82.80586232,93.12230368,104.5625983,120.3483462,137.5551158,155.860216,174.9084625,196.2713342,218.0601864,240.747492,265.8217935,289.6279635,311.5874176,327.2595982,341.0037619,356.108997,374.1440078,390.9558314,404.5599165,413.1472744,421.0531939,428.864432,435.5172876,434.8916664
Bollington,9.480699298,15.36154405,18.46063161,21.75949691,25.3057413,28.68986025,32.46176957,37.62042353,43.27444692,49.3281423,55.66837952,62.79351059,70.09618784,77.73829517,86.19548298,94.29984447,101.8475857,107.3736277,112.2909479,117.6846127,124.0793096,130.0891425,135.0586609,138.3677231,141.4565948,144.5208141,147.2005284,147.4177088
Bolton By Bowland,5.877476089,9.51179089,11.40631875,13.42208286,15.59191494,17.65299202,19.94630619,23.09620368,26.54534219,30.23485978,34.09475184,38.425378,42.8634968,47.49616715,52.62470597,57.52781914,62.07985934,65.38953474,68.32263369,71.54209073,75.36310664,78.96151348,81.92064611,83.87234452,85.69111058,87.4955852,89.06806073,89.15220469
Bolton Le Sands,13.0104274,21.01693577,25.17397113,29.60768484,34.38446658,38.91675016,43.94772368,50.8459786,58.40092847,66.42731001,74.75589476,84.07741725,93.61638584,103.5436352,114.45979,124.7820522,134.3377341,141.2245435,147.3006314,153.9769554,161.9414967,169.330065,175.3598192,179.2169574,182.7784735,186.2986102,189.3149026,189.1643312
Botany Bay,8.186328591,13.23035942,15.82827567,18.59980138,21.58388368,24.41653243,27.56329251,31.87551687,36.59053444,41.62667857,46.88386268,52.78785761,58.83064085,65.14728029,72.14474023,78.81922418,85.01636788,89.51917385,93.51128383,97.89745127,103.1087135,108.0152669,112.0525656,114.7155521,117.2005393,119.6697942,121.8255227,121.9491334
Bow Lane,19.44208293,31.41957695,37.65524815,44.26873658,51.35593345,58.07252912,65.54054624,75.78491822,87.00560652,98.98804929,111.4953425,125.5442356,139.9174919,154.9490499,171.5871496,187.4570451,202.1783206,212.8648519,222.325753,232.699152,245.0138978,256.5513993,266.0085486,272.1771267,277.8993165,283.560556,288.4559785,288.5214668
Bowaters,1.525768609,2.456988045,2.936731788,3.442002836,3.979928719,4.486132144,5.047080224,5.818319162,6.65801707,7.551597963,8.479483887,9.518568547,10.57647363,11.67615281,12.89021221,14.04027592,15.09860995,15.85091684,16.50847028,17.23005587,18.09139062,18.88533277,19.52323792,19.91600957,20.27317717,20.62308631,20.9146875,20.85475201
Bowdon,17.9286819,28.95118643,34.64642661,40.70014535,47.19319186,53.35832501,60.20936565,69.60595599,79.89135715,90.89870955,102.3911289,115.325592,128.5612194,142.4109715,157.7791085,172.4940129,186.189038,196.1968619,205.1072754,214.9081873,226.5447313,237.4367054,246.4556052,252.449657,258.0478488,263.6070021,268.4707939,268.8495782
Bradford,8.411548943,13.57911562,16.25533608,19.10631982,22.17611899,25.09524252,28.34561827,32.81545321,37.72547055,42.97014497,48.44323635,54.58930872,60.89570134,67.48147971,74.74172671,81.64081695,88.04008808,92.68695975,96.79717695,101.3001573,106.6447433,111.673197,115.7900977,118.478367,120.9751526,123.4482134,125.5906379,125.6326407
Bradshawgate,18.18882066,29.2568818,34.86518112,40.80414902,47.16165605,53.1508337,59.78366706,68.91574141,78.8791033,89.49252049,100.5417811,112.9361669,125.5878708,138.7761035,153.3634026,167.2506392,180.0981332,189.3456516,197.5041328,206.4859113,217.1955956,227.1491856,235.2815569,240.504774,245.3365007,250.117797,254.2275635,254.0882657
