Primary,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051
Catterall Waterworks,5.71659195,8.168084139,11.19517692,14.81998566,18.82370537,19.05227754,24.23292041,46.10053393,68.05604316,89.97231623,111.6422718,133.8245583,157.7874657,184.2168559,211.4893824,238.1186039,263.8997278,292.0585723,320.3442509,349.1918893,380.382224,412.3212523,425.5051648,438.685475,451.8621776,465.0351133,478.2033453,491.3668683
Cecil St,79.97929184,111.0326169,147.4100034,190.2212073,237.6849471,238.7872296,251.9713849,309.055429,366.7633425,426.4115215,487.332379,551.5090941,622.6798813,703.9477618,788.7428432,875.0497909,963.9158091,1066.299379,1172.167274,1281.872185,1397.873959,1513.911938,1575.688287,1637.421677,1699.112763,1760.761057,1822.36022,1883.910047
Central Manchester,127.9972638,125.65052,125.6036688,125.5031545,124.5910136,122.3373993,123.1685523,135.1586924,147.1295106,158.9316777,169.8006288,181.6046387,193.2147563,207.3874869,219.7407516,231.6706246,245.9285041,259.9596286,274.218126,288.8130704,303.8025563,315.2470785,319.3099808,323.4429146,327.6468369,331.9072356,336.1352269,340.3241591
Chadderton,37.30688874,51.53574406,67.26931043,84.87701219,103.9750139,105.5974369,117.0398674,164.7835361,214.500325,265.4753137,316.8376692,370.6109686,428.9681797,494.5518348,562.4694369,629.8671789,700.9230376,790.0359567,880.7695037,973.7004218,1071.723604,1170.721072,1223.876609,1276.85867,1329.667478,1382.302772,1434.76198,1487.045013
Chamberhall,68.93773159,97.3253655,128.7649975,164.307634,202.8644817,205.0078063,215.8714338,260.8427773,307.3902198,354.9090282,403.0721344,453.4165859,507.7969834,570.547721,634.2862604,697.4077908,765.9104488,857.6652766,952.4931519,1049.398457,1152.892091,1257.122432,1318.984834,1380.84759,1442.710942,1504.574583,1566.43544,1628.293449
Chapel Wharf,197.726755,201.4856881,207.5055466,212.8099334,217.1103755,216.0701298,220.791258,246.3039591,271.8998811,297.1850944,321.4073739,346.1872122,370.5158197,399.8203625,426.3174682,452.5784591,482.8914327,513.6570776,545.0597326,577.3159166,611.0461671,638.6813645,650.2017238,661.8173143,673.5325477,685.3236956,697.0318128,708.6454686
Chassen Rd,72.60329331,106.5308978,143.6163623,184.6697897,228.7475933,230.7099162,239.3636514,276.8478785,315.4025223,354.559535,393.5905838,434.1584137,477.8870482,527.1475749,577.0497174,625.8139814,679.4125426,759.2154301,840.8881287,924.7061695,1015.663846,1106.966631,1163.423252,1219.658095,1275.671484,1331.4635,1387.032934,1442.380105
Chatsworth St,37.17392037,56.34685516,80.17090596,108.741933,139.8631123,139.544176,144.0904842,165.634099,185.2894175,203.1321228,218.9241978,234.0103789,249.1257071,265.2997599,280.4243417,293.912084,305.9334944,333.0518724,358.6537586,383.0353103,418.8380442,453.9120226,477.6521717,501.3545282,525.0186752,548.6441408,572.2296988,595.7758752
Cheadle Heath,30.29902997,40.71328453,51.99632826,64.50224346,77.93244785,78.47410817,79.92974036,86.26926547,92.84942881,99.59726744,106.3255868,113.4665932,121.2635837,130.0331467,138.8287471,147.1586217,159.4653202,187.2512186,215.4482014,244.0822232,274.3523651,305.2323219,329.8166345,354.3912707,378.9562621,403.5115856,428.0569648,452.592451
Cheadle Hulme,81.39133672,110.7105297,141.9696007,176.0176275,212.4068081,214.1467662,222.1795889,256.7932158,292.6541399,329.384536,365.9831119,404.2215372,445.8888652,492.7777374,540.0186671,585.8457488,636.3668809,711.4602483,788.7662672,868.2358853,953.0278272,1039.029138,1092.017114,1144.821374,1197.442212,1249.879455,1302.13077,1354.196235
Cheetham Hill,137.0791059,198.2447244,265.5378274,340.4003208,420.7760225,422.8200511,431.9926445,475.1041556,517.72585,559.5839915,599.7401338,640.3107342,683.2525061,731.4444858,778.390456,821.4887153,864.0526155,926.5689902,989.5221903,1053.017705,1125.604032,1198.378721,1238.425688,1278.292027,1317.978213,1357.483612,1396.801927,1435.933348
Chester Rd T11 & T12,42.32426151,54.63153527,68.60165899,84.46520515,101.6710766,103.290631,114.0488614,158.447073,204.1768198,250.7214108,297.2263123,345.6359903,397.6619131,456.5183524,514.7918872,573.5868519,634.5050305,698.4565555,765.1365724,834.7129533,909.1666945,979.0302996,1011.794066,1044.555178,1077.314717,1110.071099,1142.809866,1175.530036
